datetime,date,open,high,low,close,volume
2024-01-02 00:00:00+08:00,2024-01-02,60.51112232892774,60.60465373308398,59.8564453125,60.09025955200195,14453471
2024-01-03 00:00:00+08:00,2024-01-03,59.94996958121192,60.51112232892774,59.57586893864209,59.8564453125,16356379
2024-01-04 00:00:00+08:00,2024-01-04,59.949968251876264,60.41759672051094,59.43557764992254,59.9032096862793,13940572
2024-01-05 00:00:00+08:00,2024-01-05,60.13702395606162,61.63343362948623,59.76291975384442,61.53990936279297,29470285
2024-01-08 00:00:00+08:00,2024-01-08,61.680196703480576,61.867252385983655,60.698181128257,61.165809631347656,20214529
2024-01-09 00:00:00+08:00,2024-01-09,61.21256571006436,61.820484166439066,60.93199290089139,61.35285568237305,15888968
2024-01-10 00:00:00+08:00,2024-01-10,61.352855018223636,61.63343495980371,60.79170227050781,61.025516510009766,11814885
2024-01-11 00:00:00+08:00,2024-01-11,60.88522520990002,61.21256371096704,60.557886708832996,60.83846664428711,10798101
2024-01-12 00:00:00+08:00,2024-01-12,60.744937231048795,61.16580714800984,60.370840152120394,60.88522720336914,7342254
2024-01-16 00:00:00+08:00,2024-01-16,61.25933386910174,62.194590874736875,61.25933386910174,61.867252349853516,17768498
2024-01-17 00:00:00+08:00,2024-01-17,62.00753849161947,62.101062759308064,60.27730742988146,60.698177337646484,19466382
2024-01-18 00:00:00+08:00,2024-01-18,60.97874947657,61.11903944429706,59.949968272311864,60.83846664428711,17098059
2024-01-19 00:00:00+08:00,2024-01-19,61.072283547544714,61.49314633367344,60.651413625971514,60.744937896728516,12040182
2024-01-22 00:00:00+08:00,2024-01-22,60.79170066560489,60.838466366448394,58.92118679897089,59.66939163208008,20343751
2024-01-23 00:00:00+08:00,2024-01-23,59.43557962888096,60.55788870451683,59.06147898215047,59.716156005859375,16236875
2024-01-24 00:00:00+08:00,2024-01-24,59.66939016643183,61.96077031032014,59.48233807081855,61.82048034667969,21613372
2024-01-25 00:00:00+08:00,2024-01-25,61.820482848295185,63.64423817853297,61.68019287897778,63.27013397216797,36760073
2024-01-26 00:00:00+08:00,2024-01-26,63.223369600853964,63.878053759628884,62.80250681949068,62.98955535888672,23774698
2024-01-29 00:00:00+08:00,2024-01-29,62.849266042435914,63.92481299379721,62.849266042435914,63.31689453125,21280272
2024-01-30 00:00:00+08:00,2024-01-30,62.9895585151069,63.36366274808863,62.61545428212518,62.896034240722656,14285966
2024-01-31 00:00:00+08:00,2024-01-31,62.66221752581652,62.80250749960501,61.072283517398965,62.147823333740234,19854332
2024-02-01 00:00:00+08:00,2024-02-01,61.77372243094942,62.52192368581346,61.44637680053711,61.44637680053711,11004338
2024-02-02 00:00:00+08:00,2024-02-02,61.773724930593744,62.56869191781152,61.773724930593744,62.19458770751953,16034287
2024-02-05 00:00:00+08:00,2024-02-05,61.35285369897463,62.194586370171045,61.35285369897463,61.77372360229492,15967470
2024-02-06 00:00:00+08:00,2024-02-06,61.58666549446253,62.56868809454181,61.58666549446253,62.42839813232422,15150492
2024-02-07 00:00:00+08:00,2024-02-07,62.194587044864846,63.08307829132807,62.10106277714939,62.334877014160156,15203813
2024-02-08 00:00:00+08:00,2024-02-08,62.28811444594248,63.223371441033045,62.28811444594248,62.708984375,14361732
2024-02-14 00:00:00+08:00,2024-02-14,61.493149427358446,62.4284064528696,61.07228662005636,62.05430221557617,4674778
2024-02-15 00:00:00+08:00,2024-02-15,61.58667057900171,62.28811331255628,61.58667057900171,61.91400909423828,4564369
2024-02-16 00:00:00+08:00,2024-02-16,61.91400644462656,62.66221484924294,61.77372361227463,62.24135208129883,5672057
2024-02-19 00:00:00+08:00,2024-02-19,62.28811131996515,63.36365823743105,62.10106278451205,63.036319732666016,16887703
2024-02-20 00:00:00+08:00,2024-02-20,63.17661169296135,63.97157869685641,62.89603174549511,63.31689453125,20870552
2024-02-21 00:00:00+08:00,2024-02-21,63.55070428726195,64.62625116266061,63.41042145888105,63.45718002319336,24084128
2024-02-22 00:00:00+08:00,2024-02-22,63.31689320295118,64.53273010253906,63.27013463631738,64.53273010253906,21757084
2024-02-23 00:00:00+08:00,2024-02-23,64.25214697094229,64.48596119883574,63.45718002319336,63.45718002319336,19586198
