datetime,date,open,high,low,close,volume
2020-01-02 00:00:00+08:00,2020-01-02,220.54421490571377,228.72540797577173,219.67387465228896,226.6365966796875,7135253
2020-01-03 00:00:00+08:00,2020-01-03,229.7698248925217,235.33999715353846,229.7698248925217,232.03271484375,10823936
2020-01-06 00:00:00+08:00,2020-01-06,231.68458047810756,235.51407218834984,230.64016157500694,233.7733917236328,5701213
2020-01-07 00:00:00+08:00,2020-01-07,236.55847534408989,236.73255402278932,233.7734024096399,234.8177947998047,3501948
2020-01-08 00:00:00+08:00,2020-01-08,233.07716605155932,233.94750651711507,230.81430208966086,233.42532348632812,4634563
2020-01-09 00:00:00+08:00,2020-01-09,238.64729649203218,239.1694793701172,235.8621971924271,239.1694793701172,5823897
2020-01-10 00:00:00+08:00,2020-01-10,239.16953396468338,239.34361267089844,237.42885314525867,239.34361267089844,3352012
2020-01-13 00:00:00+08:00,2020-01-13,240.73613902704412,244.21750032443975,239.34358919595007,243.86936950683594,6789892
2020-01-14 00:00:00+08:00,2020-01-14,245.61001555259494,245.78406765653597,240.73610511076956,241.6064453125,4719690
2020-01-15 00:00:00+08:00,2020-01-15,240.3879907662484,243.5211944580078,238.64731024385898,243.5211944580078,3981073
2020-01-16 00:00:00+08:00,2020-01-16,243.69527034622303,245.08782006033678,240.56204012963627,241.95458984375,3373083
2020-01-17 00:00:00+08:00,2020-01-17,243.3471511774397,244.39154359238623,241.0842611040388,243.69528198242188,2849141
2020-01-20 00:00:00+08:00,2020-01-20,244.56563114204354,246.82852129748647,242.8249504933457,243.86936950683594,5339574
2020-01-21 00:00:00+08:00,2020-01-21,243.3471416336465,243.69527242497537,235.340000629698,236.5584716796875,7716198
2020-01-22 00:00:00+08:00,2020-01-22,236.55851273554632,239.34361267089844,234.81783191612158,239.34361267089844,3526956
2020-01-23 00:00:00+08:00,2020-01-23,237.7769899934142,238.82138245833528,231.85865978281134,234.4696807861328,4943325
2020-01-24 00:00:00+08:00,2020-01-24,234.99188652948,236.73256717043913,233.59933670457696,236.21035766601562,1650852
2020-01-29 00:00:00+08:00,2020-01-29,228.02914706488676,231.85863887903196,227.68101627463298,229.5957489013672,5600820
2020-01-30 00:00:00+08:00,2020-01-30,230.64017244087634,231.68459139318142,222.28490050446763,224.54779052734375,5688105
2020-01-31 00:00:00+08:00,2020-01-31,228.89953531442896,228.89953531442896,225.07004269735063,225.2440948486328,5022051
2020-02-03 00:00:00+08:00,2020-02-03,223.15523566598824,227.68101560806795,222.80710487675364,226.6365966796875,4114799
2020-02-04 00:00:00+08:00,2020-02-04,224.89594042761018,230.46611333813053,224.89594042761018,229.7698516845703,5738311
2020-02-05 00:00:00+08:00,2020-02-05,231.51050538413173,232.20676695650513,229.07356332014828,232.03271484375,6371086
2020-02-06 00:00:00+08:00,2020-02-06,234.99183906303656,239.1694611332212,234.46962966409515,237.6028594970703,7939798
2020-02-07 00:00:00+08:00,2020-02-07,237.6029106054897,237.6029106054897,232.55494730480953,235.51409912109375,3445259
2020-02-10 00:00:00+08:00,2020-02-10,233.0771099921389,234.81779050458408,232.38084841143154,233.5993194580078,2822520
2020-02-11 00:00:00+08:00,2020-02-11,234.9918759093436,235.8622161904893,232.90306454672938,235.16595458984375,3420248
2020-02-12 00:00:00+08:00,2020-02-12,236.73256138756568,237.08069219511765,234.46967129746068,235.3400115966797,2975436
2020-02-13 00:00:00+08:00,2020-02-13,236.73256359702353,236.73256359702353,232.55494074605326,233.9474639892578,3371279
2020-02-14 00:00:00+08:00,2020-02-14,232.5549567413914,235.86223951249755,232.5549567413914,234.64376831054688,2100590
2020-02-17 00:00:00+08:00,2020-02-17,234.99187558940432,237.60289642928657,234.6437447895555,237.42881774902344,2727836
2020-02-18 00:00:00+08:00,2020-02-18,237.25477242910614,237.25477242910614,234.12154201931423,234.99188232421875,2088046
2020-02-19 00:00:00+08:00,2020-02-19,236.55848270345066,236.55848270345066,234.46967129746068,235.3400115966797,1789838
2020-02-20 00:00:00+08:00,2020-02-20,236.5584884820717,236.5584884820717,232.38086556804134,236.21035766601562,3235987
2020-02-21 00:00:00+08:00,2020-02-21,235.34001845644977,235.8622279633383,231.68460502958763,232.903076171875,3685494
2020-02-24 00:00:00+08:00,2020-02-24,230.64019662542034,230.64019662542034,225.94036396858553,226.98475646972656,6114497
2020-02-25 00:00:00+08:00,2020-02-25,226.28847016003195,228.3772814955276,224.72186829857952,227.85507202148438,4172326
2020-02-26 00:00:00+08:00,2020-02-26,224.54780840786336,227.15882943586178,223.67746806519722,226.11441040039062,3885392
2020-02-27 00:00:00+08:00,2020-02-27,226.11441610510232,226.98475646972656,222.98121204099917,226.98475646972656,4145590
2020-02-28 00:00:00+08:00,2020-02-28,223.1552222755644,223.8515103729295,217.58505030001893,222.63302612304688,8706351
2020-03-02 00:00:00+08:00,2020-03-02,222.98119495660907,224.54779686863063,220.37016078244875,221.76271057128906,5124136
2020-03-03 00:00:00+08:00,2020-03-03,224.54780002697896,226.28848064734314,222.28490990836985,223.67745971679688,4638528
2020-03-04 00:00:00+08:00,2020-03-04,222.80713003998198,223.67747039170067,220.7183185079931,222.11085510253906,4806574
2020-03-05 00:00:00+08:00,2020-03-05,223.8515419283584,226.28848421097427,221.93678259153245,225.9403533935547,6438732
2020-03-06 00:00:00+08:00,2020-03-06,224.37370816018327,224.89591762775183,222.11083145484258,222.28489685058594,3210325
2020-03-09 00:00:00+08:00,2020-03-09,218.80354252859814,219.1516866111065,215.84439086914062,215.84439086914062,8555533
2020-03-10 00:00:00+08:00,2020-03-10,216.54066934944444,219.32575565406316,213.5815043605116,218.10728454589844,7200182
2020-03-11 00:00:00+08:00,2020-03-11,219.3316555265959,219.86017091619487,217.0414400926066,217.21762084960938,4461430
2020-03-12 00:00:00+08:00,2020-03-12,214.0465752786361,215.4559408213622,208.76147465447227,209.99465942382812,7937671
2020-03-13 00:00:00+08:00,2020-03-13,202.59548417989612,211.22781619396278,199.07208445502837,209.81845092773438,12435490
2020-03-16 00:00:00+08:00,2020-03-16,204.18105279450543,206.64743572551896,200.83381977675177,201.36233520507812,8727347
2020-03-17 00:00:00+08:00,2020-03-17,200.8337943639233,204.53336157196003,197.13422715588655,203.6525115966797,8224395
2020-03-18 00:00:00+08:00,2020-03-18,204.35721113643925,206.6474266375262,195.37254333496094,195.37254333496094,9442867
2020-03-19 00:00:00+08:00,2020-03-19,192.20148086732587,193.96318099157395,181.45511279755354,187.62106323242188,17920363
2020-03-20 00:00:00+08:00,2020-03-20,191.84919274041917,195.37259384330764,190.08749218897492,192.02536010742188,13621900
2020-03-23 00:00:00+08:00,2020-03-23,184.0976656361811,189.38276608506666,183.92149830935932,186.21170043945312,9343515
2020-03-24 00:00:00+08:00,2020-03-24,192.2014662191451,197.3103988782404,191.67296428657235,197.1342315673828,9158338
2020-03-25 00:00:00+08:00,2020-03-25,203.12402357843882,205.2380582875219,200.6576407907053,204.35720825195312,9657066
2020-03-26 00:00:00+08:00,2020-03-26,206.11888215876974,206.11888215876974,201.36229794677172,204.18101501464844,6661467
2020-03-27 00:00:00+08:00,2020-03-27,207.88058443372006,209.46611700313488,204.18101739888775,206.64739990234375,6793499
2020-03-30 00:00:00+08:00,2020-03-30,201.53849082627406,206.99975835865942,201.53849082627406,204.35720825195312,5956231
2020-03-31 00:00:00+08:00,2020-03-31,208.7614510912416,208.7614510912416,203.47635106361525,205.94273376464844,4822887
2020-04-01 00:00:00+08:00,2020-04-01,208.40909859730996,208.40909859730996,201.36229916464626,203.47633361816406,5251052
